price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,price_original,price_bin
0.8668433654822459,-0.6695587766464121,4,1,2,1,1,0,0,1,0,0,0,5950000,High
0.8668433654822459,0.8607219937128203,3,1,1,1,0,1,0,1,0,1,0,5950000,High
0.8668433654822459,1.1982839283508862,3,1,1,1,0,1,0,1,2,1,1,5950000,High
0.8668433654822459,0.9282343806404335,3,1,1,1,1,1,0,0,2,1,0,5950000,High
0.8668433654822459,1.316993208698606,3,1,2,1,1,1,0,1,0,1,1,5950000,High
0.8668433654822459,0.7673298584629553,4,2,1,1,0,1,0,0,1,1,1,5950000,High
0.8668433654822459,1.3670648956699192,4,2,2,1,0,0,0,0,0,0,0,5950000,High
0.8668433654822459,0.9197953322744818,3,2,4,1,0,0,0,0,1,0,0,5950000,High
0.8229089235397342,1.277048379766435,3,1,1,1,0,1,0,0,2,1,2,5880000,High
0.8229089235397342,0.9057302516645624,3,2,3,1,0,0,0,1,0,0,2,5880000,High
0.818515479345483,0.3431270272677858,3,1,3,1,1,0,0,1,1,0,0,5873000,High
0.8141220351512318,-0.05069522980995781,3,1,1,1,1,1,0,0,0,0,2,5866000,High
0.7789744815972224,0.5276608848699286,4,1,4,1,1,0,0,0,0,0,1,5810000,High
0.7789744815972224,0.17434605994875282,3,1,3,1,0,0,0,1,0,0,1,5810000,High
0.7789744815972224,-0.05069522980995781,3,1,3,1,0,0,0,1,0,0,2,5810000,High
0.7745810374029712,1.1870318638629507,3,1,1,1,0,1,0,0,2,1,1,5803000,High
0.7570072606259665,0.6244286394661741,3,2,4,1,0,0,0,1,0,0,2,5775000,High
0.7350400396547107,0.28686670482810817,4,2,2,1,0,0,0,1,2,0,2,5740000,High
0.7350400396547107,-0.14071174571344208,4,1,2,1,0,0,0,0,1,0,1,5740000,High
0.7350400396547107,0.06182541506939751,3,1,3,1,0,0,0,1,0,0,1,5740000,High
0.7350400396547107,0.8269658002490137,3,1,1,1,1,1,0,1,2,1,0,5740000,High
0.7350400396547107,0.5119079945868188,3,2,4,1,0,0,0,1,0,0,2,5740000,High
0.6801219872265709,0.9957467675680467,4,2,2,1,1,1,0,0,1,1,1,5652500,High
0.647171155769687,-0.05069522980995781,5,2,3,0,0,1,1,0,0,0,2,5600000,High
0.647171155769687,-0.10695555224963547,4,1,2,1,1,1,0,1,1,0,0,5600000,High
0.647171155769687,0.06182541506939751,3,1,4,1,0,0,0,0,0,0,0,5600000,High
0.647171155769687,0.3431270272677858,3,2,2,1,0,0,0,0,1,0,1,5600000,High
0.647171155769687,0.8269658002490137,3,1,3,1,0,0,0,0,0,1,1,5600000,High
0.647171155769687,0.96199057410424,4,2,1,1,0,1,0,0,0,1,1,5600000,High
0.647171155769687,0.13833945358735913,3,1,2,1,1,1,0,1,0,1,2,5600000,High
0.6252039347984312,-0.27573651956866846,4,1,2,1,0,0,0,1,2,1,1,5565000,High
0.6252039347984312,0.28686670482810817,5,1,2,1,1,1,0,1,0,1,0,5565000,High
0.6032367138271753,-0.8946000664051227,3,3,2,1,0,1,0,0,0,0,1,5530000,High
0.6032367138271753,-0.6976889378662509,3,2,2,1,0,0,0,0,2,0,1,5530000,High
0.6032367138271753,0.6806889619058518,3,2,1,1,0,1,0,0,2,1,0,5530000,High
0.598843269632924,1.130771541423273,3,1,1,1,1,1,0,0,0,1,1,5523000,High
0.5812694928559193,-1.1663374237887658,4,2,2,0,1,1,0,0,1,0,0,5495000,High
0.5812694928559193,1.7383830237717919,3,1,1,1,0,0,0,0,2,0,1,5495000,High
0.5593022718846634,-0.9789905500646392,3,2,1,1,1,1,0,1,0,0,0,5460000,High
0.5593022718846634,0.7425753165894972,4,1,4,1,1,0,0,1,0,0,0,5460000,High
0.5593022718846634,0.6806889619058518,3,1,3,1,1,0,0,1,0,1,1,5460000,High
0.5593022718846634,0.96199057410424,4,2,2,1,1,1,0,0,0,1,1,5460000,High
0.5373350509134075,1.0885762995935149,3,1,1,1,1,1,0,1,0,1,1,5425000,High
0.5153678299421517,1.0238769287878855,3,2,2,1,1,1,0,0,1,1,0,5390000,High
0.5109743857479004,0.8776000904447235,3,2,1,1,1,1,1,0,0,0,2,5383000,High
0.47143338799963985,1.637114443380372,3,1,1,1,0,1,0,1,2,1,2,5320000,High
0.449466167028384,-0.16321587468931315,2,2,1,1,0,0,0,1,2,0,1,5285000,High
0.42749894605712807,-0.3545009709842172,4,1,2,1,0,1,0,1,0,0,0,5250000,High
0.42749894605712807,0.9282343806404335,4,2,2,0,0,0,0,1,0,0,1,5250000,High
0.42749894605712807,0.3431270272677858,3,2,1,1,0,1,0,0,0,0,1,5250000,High
0.42749894605712807,3.0261818044160136,3,1,1,1,0,0,0,0,1,1,1,5250000,High
0.42749894605712807,1.974676378018438,3,1,2,1,1,1,0,1,2,1,2,5250000,High
0.42749894605712807,0.23060638238843048,4,2,1,1,0,0,0,1,0,1,2,5250000,High
0.42749894605712807,-0.6132984542067345,3,1,2,1,1,1,0,0,1,1,2,5250000,High
0.42749894605712807,2.7623208921739253,4,2,2,1,1,0,0,0,2,0,1,5250000,High
0.42749894605712807,2.0421887649460513,3,1,1,1,0,0,0,1,2,0,0,5250000,High
0.4231055018628769,0.6525588006860129,3,1,1,1,0,1,0,0,0,1,1,5243000,High
0.41431861347437454,1.2348531379366767,3,1,1,1,1,1,0,0,2,1,1,5229000,High
0.40553172508587215,-0.9621124533327359,3,2,2,1,0,0,0,0,2,0,1,5215000,High
0.40553172508587215,-0.2194761971289908,4,2,1,0,0,1,0,1,2,0,1,5215000,High
0.40553172508587215,1.299552508742306,3,1,2,1,1,1,0,0,1,1,0,5215000,High
0.36159728314336037,-0.8327137117214773,3,1,2,0,0,0,0,1,0,0,1,5145000,High
0.36159728314336037,1.7383830237717919,3,1,1,1,0,0,0,0,1,1,1,5145000,High
0.3396300621721045,-1.0633810337241556,3,2,2,1,1,1,0,0,0,0,0,5110000,High
0.3396300621721045,-1.0633810337241556,3,1,2,1,0,1,0,0,0,0,2,5110000,High
0.3396300621721045,0.6806889619058518,3,1,1,1,0,1,0,1,0,1,1,5110000,High
0.3176628412008486,0.46689973663507667,2,1,2,1,0,0,0,1,0,1,2,5075000,High
0.29569562022959267,-0.7595752925498963,2,1,1,0,1,1,0,0,0,0,1,5040000,High
0.29569562022959267,1.5245937985010167,4,1,2,1,0,0,0,1,2,0,0,5040000,High
0.29569562022959267,0.96199057410424,3,1,1,1,1,1,0,0,0,1,0,5040000,High
0.29130217603534153,-0.05069522980995781,2,1,1,1,1,1,0,0,0,0,1,5033000,High
0.2737283992583368,1.8340255719192438,3,2,1,1,1,1,0,0,0,0,1,5005000,High
0.2517611782870809,-0.27011048732470067,4,3,2,1,0,1,0,0,2,0,1,4970000,High
0.2517611782870809,1.5729776757991394,3,1,1,1,1,1,1,0,0,0,1,4970000,High
0.24297428989857855,-1.175901678603511,3,2,2,0,0,1,0,1,1,0,1,4956000,High
0.229793957315825,0.5951732717975418,3,1,2,1,0,0,0,1,0,0,1,4935000,High
0.2122201805388203,-0.3882571644480238,3,1,2,1,0,0,0,0,1,0,0,4907000,Medium
0.2078267363445691,-0.20822413264105527,3,1,2,1,0,1,0,1,0,0,1,4900000,Medium
0.2078267363445691,-0.4473305030096853,3,1,2,0,1,1,0,1,0,0,1,4900000,Medium
0.2078267363445691,-0.4332654223997659,2,1,1,1,0,1,0,0,1,0,1,4900000,Medium
0.2078267363445691,0.28686670482810817,4,1,2,1,0,0,0,0,0,0,1,4900000,Medium
0.2078267363445691,-0.06757332654186111,3,1,1,1,1,1,0,0,0,0,1,4900000,Medium
0.2078267363445691,0.7932096067852071,3,1,1,1,0,0,0,1,2,0,1,4900000,Medium
0.2078267363445691,0.5119079945868188,2,1,1,1,1,1,0,1,0,0,1,4900000,Medium
0.2078267363445691,-1.0633810337241556,3,1,2,1,0,1,0,1,0,0,1,4900000,Medium
0.2078267363445691,-1.080259130456059,3,1,3,1,0,0,0,0,0,0,1,4900000,Medium
0.2078267363445691,1.0295029610318533,3,1,1,1,0,0,0,0,0,0,2,4900000,Medium
0.2078267363445691,-0.1373361263670614,3,1,2,1,1,1,0,0,2,0,1,4900000,Medium
0.20343329215031794,-0.8270876794775095,4,2,2,1,0,1,0,1,2,0,1,4893000,Medium
0.20343329215031794,0.05901239894741363,4,2,1,1,0,1,0,0,0,0,1,4893000,Medium
0.18585951537331322,-0.30386668078850726,2,1,1,1,0,1,0,0,0,0,2,4865000,Medium
0.16389229440205733,-0.41076129342389484,3,1,3,1,0,0,0,0,0,0,2,4830000,Medium
0.16389229440205733,0.6469327684420452,3,1,1,1,0,0,0,0,2,1,1,4830000,Medium
0.16389229440205733,1.1093926188961956,3,1,2,1,0,0,0,1,2,1,0,4830000,Medium
0.16389229440205733,-0.04225618144400616,2,1,1,1,0,0,0,1,0,1,1,4830000,Medium
0.14192507343080144,1.1870318638629507,3,1,2,1,0,1,0,0,0,0,2,4795000,Medium
0.14192507343080144,1.805895410699405,4,1,4,1,0,1,0,1,2,0,1,4795000,Medium
0.12435129665379671,-0.8270876794775095,4,2,2,1,0,0,0,0,0,0,1,4767000,Medium
0.11995785245954553,2.405630447906369,2,1,1,1,0,1,0,1,2,0,1,4760000,Medium
0.11995785245954553,0.8050242744975394,3,1,2,1,0,1,0,1,1,0,0,4760000,Medium
0.11995785245954553,3.009866310908507,2,1,1,1,0,0,0,1,2,1,2,4760000,Medium
0.11556440826529435,0.8719740582007558,2,1,1,1,0,0,0,1,3,0,1,4753000,Medium
0.07602341051703373,0.15746796321684953,3,1,4,1,0,0,0,1,0,0,1,4690000,Medium
0.07602341051703373,0.6244286394661741,2,1,1,1,0,1,0,1,1,0,0,4690000,Medium
0.07602341051703373,-0.7089410023541864,3,1,2,1,0,0,0,0,2,0,1,4690000,Medium
0.07602341051703373,2.687494663329154,4,2,2,1,1,1,0,0,1,0,1,4690000,Medium
0.07602341051703373,0.28686670482810817,2,1,2,1,0,0,0,0,0,1,1,4690000,Medium
0.07602341051703373,-0.3207447775204106,3,1,1,1,0,0,0,0,0,1,1,4690000,Medium
0.05405618954577784,-0.6442416315485572,3,1,2,1,0,1,0,0,0,0,0,4655000,Medium
0.032088968574521946,-0.41076129342389484,3,1,1,1,1,1,0,1,0,0,2,4620000,Medium
0.032088968574521946,-0.5682901962549923,3,2,2,1,0,1,0,0,2,0,1,4620000,Medium
0.032088968574521946,0.4443956076592056,3,1,2,1,1,0,0,1,1,0,1,4620000,Medium
0.032088968574521946,-1.1365194528957367,2,1,2,1,1,1,0,0,0,1,1,4620000,Medium
0.032088968574521946,0.06745144731336528,3,1,2,1,0,1,0,0,0,0,1,4620000,Medium
0.027695524380270765,-0.21385016488502304,4,2,2,1,0,1,0,0,0,0,1,4613000,Medium
0.010121747603266047,-0.5007778093273791,3,1,2,1,0,0,0,0,1,0,0,4585000,Medium
0.010121747603266047,-0.5907943252308634,3,1,2,1,0,0,0,0,1,1,1,4585000,Medium
-0.011845473367989849,-0.6358025831826055,3,1,1,1,0,0,0,0,2,0,1,4550000,Medium
-0.011845473367989849,-0.7033149701102187,3,1,2,1,0,0,0,1,0,0,0,4550000,Medium
-0.011845473367989849,-1.3165524847027053,3,1,2,1,0,1,0,0,0,0,0,4550000,Medium
-0.011845473367989849,0.241858446876366,3,1,2,1,1,1,0,0,0,1,1,4550000,Medium
-0.011845473367989849,0.2643625758522371,3,1,2,1,0,0,0,0,2,1,2,4550000,Medium
-0.011845473367989849,-0.7708273570378319,3,1,1,1,0,0,0,0,0,1,1,4550000,Medium
-0.011845473367989849,1.974676378018438,4,1,4,1,0,0,0,0,3,0,2,4550000,Medium
-0.016238917562241027,-0.44451748688770143,2,2,1,1,1,1,0,0,0,0,1,4543000,Medium
-0.016238917562241027,0.056199382825429745,4,2,2,1,1,1,0,0,0,1,0,4543000,Medium
-0.03381269433924575,-0.7764533892817996,3,1,3,1,0,0,0,0,0,0,1,4515000,Medium
-0.03381269433924575,-0.8102095827456063,3,1,2,1,0,1,0,0,1,0,1,4515000,Medium
-0.03381269433924575,2.796077085637732,3,1,1,1,0,0,0,0,0,0,1,4515000,Medium
-0.03381269433924575,-0.7708273570378319,2,1,2,1,0,0,0,0,0,1,0,4515000,Medium
-0.05577991531050164,-0.21385016488502304,4,1,2,1,0,0,0,1,2,0,1,4480000,Medium
-0.05577991531050164,0.5597292686605448,2,1,1,1,0,0,0,1,1,0,2,4480000,Medium
-0.05577991531050164,-0.5007778093273791,3,1,2,1,0,0,0,0,2,0,0,4480000,Medium
-0.05577991531050164,1.8902858943589216,3,1,1,1,0,0,0,0,0,0,0,4480000,Medium
-0.05577991531050164,-0.478273680351508,3,1,2,1,0,0,0,0,1,0,1,4480000,Medium
-0.06017335950475282,0.8269658002490137,2,1,1,1,0,1,0,1,1,0,0,4473000,Medium
-0.06017335950475282,-0.9722393113718779,3,1,2,1,0,0,0,1,1,0,0,4473000,Medium
-0.06017335950475282,-0.7764533892817996,3,1,2,1,0,0,0,0,0,0,1,4473000,Medium
-0.07774713628175754,-0.6414286154265733,2,1,1,1,1,1,0,0,0,0,1,4445000,Medium
-0.09971435725301343,-0.5187811125080759,3,1,2,0,0,0,0,0,0,0,1,4410000,Medium
-0.09971435725301343,0.005565092629719847,2,1,2,1,0,1,0,0,0,0,1,4410000,Medium
-0.10410780144726461,-1.130893420651769,3,1,2,1,0,0,0,0,0,1,1,4403000,Medium
-0.10410780144726461,-0.005686971858215685,3,1,1,1,0,0,0,0,2,1,2,4403000,Medium
-0.10410780144726461,0.01681715711765538,3,1,2,1,0,0,0,0,1,0,1,4403000,Medium
-0.11728813403001814,0.033695253849558675,4,1,2,1,0,0,0,1,0,0,1,4382000,Medium
-0.12168157822426932,-0.5570381317670567,3,1,2,1,0,0,0,0,0,0,2,4375000,Medium
-0.14364879919552523,-0.2194761971289908,3,2,3,1,0,0,1,0,1,0,0,4340000,Medium
-0.14364879919552523,-1.6794315644386262,5,1,2,0,0,1,0,0,0,0,1,4340000,Medium
-0.14364879919552523,-0.45858256749762083,3,1,1,1,1,1,0,0,2,0,1,4340000,Medium
-0.14364879919552523,-0.7820794215257674,4,1,2,1,0,0,0,0,2,0,0,4340000,Medium
-0.14364879919552523,0.8776000904447235,4,1,2,1,0,0,0,0,0,0,1,4340000,Medium
-0.15682913177827876,-0.48277450614668227,2,1,1,1,0,1,0,0,0,0,0,4319000,Medium
-0.16561602016678112,-0.27573651956866846,2,1,1,1,0,0,0,0,1,0,1,4305000,Medium
-0.16561602016678112,3.07737869783612,2,1,1,1,0,0,0,0,1,1,1,4305000,Medium
-0.18318979694378584,-0.8383397439654451,3,1,2,1,0,1,0,0,2,1,1,4277000,Medium
-0.187583241138037,0.8269658002490137,2,1,1,1,0,0,0,0,0,0,0,4270000,Medium
-0.187583241138037,0.8269658002490137,2,1,2,1,0,0,0,0,0,0,2,4270000,Medium
-0.187583241138037,-0.2194761971289908,2,1,1,1,0,0,0,1,2,0,0,4270000,Medium
-0.187583241138037,-1.5275286938514965,3,1,2,0,1,1,0,1,0,0,2,4270000,Medium
-0.187583241138037,-0.2982406485445395,4,1,2,1,0,0,0,0,0,0,0,4270000,Medium
-0.187583241138037,1.6202363466484686,2,1,1,1,0,0,0,0,1,0,0,4270000,Medium
-0.2095504621092929,0.990120735324079,3,1,2,1,1,0,0,0,0,0,1,4235000,Medium
-0.2095504621092929,-1.1832155205206691,3,1,1,1,0,1,0,0,0,1,0,4235000,Medium
-0.23151768308054882,0.3431270272677858,3,1,2,1,0,0,0,1,0,0,2,4200000,Medium
-0.23151768308054882,0.08432954404526857,3,1,2,1,0,1,0,1,0,0,2,4200000,Medium
-0.23151768308054882,0.5400381558066576,2,1,1,1,1,1,0,0,2,0,1,4200000,Medium
-0.23151768308054882,-1.2827962912388986,4,3,2,0,0,0,0,0,0,0,1,4200000,Medium
-0.23151768308054882,-1.0898233852708041,3,1,2,1,0,1,0,1,0,0,2,4200000,Medium
-0.23151768308054882,-1.20571964949654,4,2,2,0,0,0,0,0,0,0,1,4200000,Medium
-0.23151768308054882,-0.27011048732470067,2,1,1,0,0,0,0,0,1,0,2,4200000,Medium
-0.23151768308054882,-0.5007778093273791,4,2,2,0,0,0,0,0,0,0,1,4200000,Medium
-0.23151768308054882,-1.4431382101919799,3,1,2,0,0,0,0,0,0,0,1,4200000,Medium
-0.23151768308054882,-0.16321587468931315,3,2,2,1,0,0,0,1,1,0,1,4200000,Medium
-0.23151768308054882,-0.7033149701102187,3,2,2,1,0,1,0,0,0,0,2,4200000,Medium
-0.23151768308054882,0.5119079945868188,3,1,1,1,0,0,1,0,2,0,1,4200000,Medium
-0.23151768308054882,1.1870318638629507,3,1,1,1,0,0,0,0,3,0,0,4200000,Medium
-0.23151768308054882,-0.45633215460003373,3,1,3,1,0,0,0,0,0,0,1,4200000,Medium
-0.23151768308054882,-0.7708273570378319,3,1,2,1,0,0,0,0,0,1,1,4200000,Medium
-0.23151768308054882,-1.5444067905833998,3,1,3,1,0,0,0,0,1,1,2,4200000,Medium
-0.23151768308054882,-0.2194761971289908,3,1,1,1,0,1,0,0,0,0,0,4200000,Medium
-0.2359111272748,1.8902858943589216,3,1,1,1,0,1,0,0,3,0,1,4193000,Medium
-0.2359111272748,-0.8102095827456063,3,1,2,1,0,0,0,0,1,0,1,4193000,Medium
-0.2534849040518047,-0.028191100834086748,3,1,2,1,0,0,0,0,1,0,1,4165000,Medium
-0.2534849040518047,-0.45576955137563696,3,1,2,1,0,0,0,0,2,0,1,4165000,Medium
-0.2534849040518047,-0.4748980610051274,3,1,2,1,0,1,0,0,1,0,1,4165000,Medium
-0.2754521250230606,-0.14521257150861627,4,1,2,1,0,0,0,1,0,0,1,4130000,Medium
-0.2754521250230606,0.6159895911002224,3,1,1,1,0,1,0,0,0,0,1,4130000,Medium
-0.2798455692173118,0.6581848329299808,2,1,1,1,0,1,0,0,1,0,1,4123000,Medium
-0.2952226238971909,-0.7258190990860898,3,1,1,1,0,1,0,1,0,1,0,4098500,Medium
-0.2974193459943165,-0.6808108411343476,3,2,2,1,0,0,0,0,0,0,1,4095000,Medium
-0.2974193459943165,-0.478273680351508,2,1,2,1,0,0,0,0,1,0,1,4095000,Medium
-0.2974193459943165,0.3993873497074635,2,1,1,1,0,0,0,1,0,0,1,4095000,Medium
-0.3193865669655724,0.5681683170264965,4,2,2,0,0,1,0,0,1,0,2,4060000,Medium
-0.3193865669655724,0.05732458927422329,3,2,2,1,0,0,0,0,2,0,2,4060000,Medium
-0.3193865669655724,-0.30949271303247505,3,1,1,1,0,0,0,0,0,0,1,4060000,Medium
-0.3193865669655724,-1.0633810337241556,4,1,3,1,0,1,0,1,2,0,1,4060000,Medium
